Country,location_name,latitude,longitude,last_updated,temperature_celsius,precip_mm,humidity,air_quality_PM2.5,air_quality_PM10
North Korea,Pyongyang,39.02,125.75,2023/11/4 5:00,10.8,0,63,27.7,41.9
Macedonia,Skopje,42,21.43,2023/11/3 21:00,15,0.43,94,9.5,16
Norway,Oslo,59.92,10.75,2023/11/3 21:00,9,0.05,76,0.6,0.7
Oman,Muscat,23.61,58.59,2023/11/4 0:00,27,0,66,60.9,114.9
Pakistan,Islamabad,33.7,73.17,2023/11/4 1:00,17.4,0,36,67.6,92.8
Palau,Adkip,7.36,134.51,2023/11/4 5:00,25,0.29,100,0.5,0.7
Bolivia,National,-11.18,-67.08,2023/11/3 16:00,38.7,0.08,27,0.5,0.5
Panama,Panama City,8.97,-79.53,2023/11/3 15:00,30,0.15,75,2,2.6
Papua New Guinea,Port Moresby,-9.46,147.19,2023/11/4 6:00,25,0.01,89,3.4,3.9
Paraguay,Carreria,-21.55,-58.12,2023/11/3 17:00,24.7,0,47,0.5,0.5
Peru,Lima,-12.05,-77.05,2023/11/3 15:00,20.2,0,70,4.8,18.5
Philippines,Manila,14.6,120.98,2023/11/4 4:00,28,0,84,46.2,58.1
Poland,Warsaw,52.25,21,2023/11/3 21:00,12,0.1,94,7,8.1
Portugal,Lisbon,38.72,-9.13,2023/11/3 20:00,16,0.01,82,3.5,17.2
Qatar,Doha,25.29,51.53,2023/11/3 23:00,27,0,70,41,82.9
Romania,Bucharest,44.43,26.1,2023/11/3 22:00,14,0,88,9,15.8
Russia,Moscow,55.75,37.62,2023/11/3 23:00,2,0,87,11.4,15
Rwanda,Kigali,-1.95,30.06,2023/11/3 22:00,19,0,88,23,35.1
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2023/11/3 16:00,30,0.23,75,2.5,11.2
Saint Lucia,Castries,14,-61,2023/11/3 16:00,27,2.99,84,1.8,4.7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2023/11/3 16:00,26.6,0.94,80,1.2,3.7
Samoa,Apia,-13.83,-171.73,2023/11/4 9:00,29,0.15,79,2.2,4.1
San Marino,San Marino,43.93,12.45,2023/11/3 21:00,13,0.23,58,0.5,0.8
Belgium,'S-Gravenwezel,51.27,4.55,2023/11/3 21:00,9,0,76,1.1,1.8
Saudi Arabia,Riyadh,24.64,46.77,2023/11/3 23:00,24,0,65,30.6,85.1
Senegal,Dakar,14.67,-17.44,2023/11/3 20:00,29,0,70,86.1,246.5
Serbia,Belgrade,44.8,20.47,2023/11/3 21:00,13,0.05,94,8.2,10.1
Seychelles Islands,Victoria,-4.62,55.45,2023/11/4 0:00,25,2.37,94,1.1,2.2
Sierra Leone,Freetown,8.49,-13.23,2023/11/3 20:00,26.6,0,81,3.1,5.6
Singapore,Singapore,1.29,103.86,2023/11/4 4:00,28,0,79,32.2,36.1
Slovakia,Bratislava,48.15,17.12,2023/11/3 21:00,8,0.16,81,1.3,1.7
Slovenia,Ljubljana,46.06,14.51,2023/11/3 21:00,6,0.05,87,9.7,16.2
Solomon Islands,Honiara,-9.43,159.95,2023/11/4 7:00,24,0.06,100,0.8,0.9
Somalia,Mogadishu,2.07,45.37,2023/11/3 23:00,26.8,0,78,22.9,43.5
South Africa,Pretoria,-25.75,28.19,2023/11/3 22:00,19,0,49,26.6,36.2
South Korea,Seoul,37.57,127,2023/11/4 5:00,16,0,88,131.1,140
Sudan,Juba,12.15,24.45,2023/11/3 22:00,28.9,0,22,28.1,88.2
Spain,Madrid,40.4,-3.68,2023/11/3 21:00,11,0,87,1,1.7
Sri Lanka,Colombo,6.93,79.85,2023/11/4 1:30,25,0.07,100,10.7,13.6
Sudan,Khartoum,15.59,32.53,2023/11/3 22:00,33,0,18,20.7,103.1
Suriname,Paramaribo,5.83,-55.17,2023/11/3 17:00,35,0,47,2.4,8.5
Sweden,Stockholm,59.33,18.05,2023/11/3 21:00,9,0.58,100,2.4,2.8
Switzerland,Bern,46.92,7.47,2023/11/3 21:00,4,0.06,93,0.6,0.8
Syria,Damascus,33.5,36.3,2023/11/3 23:00,20,0,53,12.7,25.5
Tajikistan,Dushanbe,38.56,68.77,2023/11/4 1:00,10,0,62,4.2,6.8
Tanzania,Dodoma,-6.18,35.75,2023/11/3 23:00,21.2,0,69,0.8,1.4
Thailand,Bangkok,13.75,100.52,2023/11/4 3:00,29,0.29,75,384.4,591.3
Timor-Leste,Dili,-8.56,125.57,2023/11/4 5:00,24.4,0,57,4.6,7.9
Bulgaria,Lom,43.81,23.24,2023/11/3 22:00,14.8,1.24,88,10.5,12.8
Tonga,Nuku`Aloia,-21.13,-175.2,2023/11/4 9:00,25,0.05,83,6.1,17.6
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2023/11/3 16:00,26,1.95,94,0.7,1
Tunisia,Tunis,36.8,10.18,2023/11/3 21:00,19,0,56,1.6,4.6
Turkey,Ankara,39.93,32.86,2023/11/3 23:00,12,0,88,66.1,83.3
Turkmenistan,Ashgabat,37.95,58.38,2023/11/4 1:00,15,0,36,10.9,27.9
Tuvalu,Funafuti,-8.52,179.22,2023/11/4 8:00,30,0,89,0.5,0.7
Uganda,Kampala,0.32,32.57,2023/11/3 23:00,23,1.46,78,29.4,41.7
Ukraine,Kyiv,50.43,30.52,2023/11/3 22:00,8.7,0,79,7.1,8.1
United Arab Emirates,Abu Dhabi,24.47,54.37,2023/11/4 0:00,30,0,62,45.5,85.6
United Kingdom,London,51.52,-0.11,2023/11/3 20:00,8,0,93,1.6,2.1
United States of America,Washington Park,46.6,-120.49,2023/11/3 13:00,9.4,0,74,3.2,3.8
Uruguay,Montevideo,-34.86,-56.17,2023/11/3 17:00,13,0.27,88,1.7,4.1
Uzbekistan,Tashkent,41.32,69.25,2023/11/4 1:00,9,0,71,16,17.8
Vanuatu,Port Vila,-17.73,168.32,2023/11/4 7:00,24,0.08,94,3.6,7.1
Venezuela,Caracas,10.5,-66.92,2023/11/3 16:00,23.2,0.88,84,10.1,10.6
Vietnam,Hanoi,21.03,105.85,2023/11/4 3:00,26,0.27,89,92.7,109.4
Yemen,Sanaa,15.35,44.21,2023/11/3 23:00,16.2,0,47,13.6,48.5
Zambia,Lusaka,-15.42,28.28,2023/11/3 22:00,22.3,0,50,14.9,23.3
Zimbabwe,Harare,-17.82,31.04,2023/11/3 22:00,18.4,0,50,23.4,30.7
Afghanistan,Kabul,34.52,69.18,2023/11/5 0:45,8.2,0,35,16.3,25
Albania,Tirana,41.33,19.82,2023/11/4 21:15,12,0.03,94,0.8,1.4
Algeria,Algiers,36.76,3.05,2023/11/4 21:00,16,0,77,2.6,5.5
Andorra,Andorra La Vella,42.5,1.52,2023/11/4 21:15,0.4,0.05,94,0.5,0.6
Angola,Luanda,-8.84,13.23,2023/11/4 21:15,26,0,79,15.1,30.6
Antigua and Barbuda,Saint John's,17.12,-61.85,2023/11/4 16:15,29,0.01,70,1.5,5.7
Argentina,Buenos Aires,-34.59,-58.67,2023/11/4 17:15,24,0,39,2.3,3.4
Armenia,Yerevan,40.18,44.51,2023/11/5 0:15,12,0,54,1.3,1.7
Australia,Canberra,-35.28,149.22,2023/11/5 7:15,12,0,82,0.7,2.1
Austria,Vienna,48.2,16.37,2023/11/4 21:15,7,0,87,2.6,4
Azerbaijan,Baku,40.4,49.88,2023/11/5 0:15,15,0,88,26.4,60.5
Bahamas,Nassau,25.08,-77.35,2023/11/4 16:15,28,0,74,1.6,2.9
Bahrain,Manama,26.24,50.58,2023/11/4 23:15,28,0,62,35,79.5
Bangladesh,Dhaka,23.72,90.41,2023/11/5 2:00,24.5,0,63,164,192.9
Barbados,Bridgetown,13.1,-59.62,2023/11/4 16:15,27,0,94,1.2,2.1
Belarus,Minsk,53.9,27.57,2023/11/4 23:00,9,0.03,100,20.2,26.4
Belgium,Brussels,50.83,4.33,2023/11/4 21:00,9,0,87,0.5,0.7
Belize,Belmopan,17.25,-88.77,2023/11/4 14:15,28,1.15,84,0.7,0.7
Benin,Porto-Novo,6.48,2.62,2023/11/4 21:15,29,0,79,6.7,13
Bhutan,Thimphu,27.48,89.6,2023/11/5 2:15,1.3,0,92,10.4,12.1
Bolivia,Sucre,-19.04,-65.26,2023/11/4 16:15,19.1,0,48,0.5,0.9
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2023/11/4 21:15,5,0,100,0.6,1.5
Botswana,Gaborone,-24.65,25.91,2023/11/4 22:15,15,0,94,4.5,6
Brazil,Bras,-2.08,-58.17,2023/11/4 16:15,37.3,0,28,4.2,5.3
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2023/11/5 4:15,25,0.08,100,3.2,3.3
Bulgaria,Sofia,42.68,23.32,2023/11/4 22:15,11,0,71,1.6,3.8
Burkina Faso,Ouagadougou,12.37,-1.52,2023/11/4 20:15,31,0,49,127.8,282.7
Burundi,Bujumbura,-3.38,29.36,2023/11/4 22:15,21.8,0.01,81,16.8,40.1
Madagascar,Ivory,-24.37,46.45,2023/11/4 23:15,20.5,0,68,0.7,2.1
Cape Verde,Praia,14.93,-23.51,2023/11/4 19:15,26,0,74,12,59.1
Cambodia,Phnom Penh,11.55,104.92,2023/11/5 3:00,25,0.93,100,55.9,66.6
Cameroon,Bafoussam,5.47,10.42,2023/11/4 21:15,16.5,0.66,95,18.4,30.4
Canada,Ottawa,45.42,-75.7,2023/11/4 16:00,10,0,50,0.8,1
Central African Republic,Bangui,4.37,18.58,2023/11/4 21:15,21.8,0,96,0.5,0.7
Chad,N'djamena,12.11,15.05,2023/11/4 21:15,29,0,48,54.6,176.5
Chile,Santiago,-33.45,-70.67,2023/11/4 17:15,22,0,43,11.7,19.2
China,Beijing,39.93,116.39,2023/11/5 4:15,11,1.09,87,201.3,270.2
Bulgaria,Bogot,43.32,24.7,2023/11/4 22:15,12.7,0,78,1.6,1.9
Comoros,Moroni,-11.7,43.24,2023/11/4 23:15,24.6,0,84,1.8,5
Congo,Brazzaville,-4.26,15.28,2023/11/4 21:15,22.4,0.02,92,181.8,262.8
Costa Rica,San Juan,9.97,-84.08,2023/11/4 14:15,24,1.76,83,10,10.8
Croatia,Zagreb,45.8,16,2023/11/4 21:00,6,0.01,87,0.9,1.6
Cuba,Havana,23.13,-82.36,2023/11/4 16:15,26,0,89,2.4,3.8
Cyprus,Nicosia,35.17,33.37,2023/11/4 22:15,20,0,83,11.6,25.1
Czech Republic,Prague,50.08,14.47,2023/11/4 21:15,8,0,76,5,6.3
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2023/11/4 21:15,22.3,0.09,92,181.8,262.8
Denmark,Copenhagen,55.67,12.58,2023/11/4 21:00,9,0,76,0.7,1
Djibouti,Djibouti,11.6,43.15,2023/11/4 23:15,27.7,0.01,74,6.1,17.5
Dominica,Roseau,15.3,-61.4,2023/11/4 16:15,29,0.24,58,1.4,3.4
Dominican Republic,Santo Domingo,18.47,-69.9,2023/11/4 16:15,32,0,71,4.2,6.5
Ecuador,Quito,-0.22,-78.5,2023/11/4 15:15,15.1,0.5,76,8.8,10.8
Egypt,Cairo,30.05,31.25,2023/11/4 22:15,24,0,69,18.5,53.7
El Salvador,San Salvador,13.71,-89.2,2023/11/4 14:15,30,0.29,70,0.5,1
Equatorial Guinea,Malabo,3.75,8.78,2023/11/4 21:15,25.4,0.19,84,0.5,0.8
Eritrea,Asmara,15.33,38.93,2023/11/4 23:15,15.4,0.55,81,15.6,30.9
Estonia,Tallinn,59.43,24.73,2023/11/4 22:15,9,0.03,87,0.9,1.8
Swaziland,Mbabane,-26.32,31.13,2023/11/4 22:15,16.9,0,67,2.6,4.2
Ethiopia,Addis Ababa,9.03,38.7,2023/11/4 23:15,15,0.17,77,74.8,162.4
Fiji Islands,Suva,-18.13,178.42,2023/11/5 8:15,28,0,84,4.7,7.7
Finland,Helsinki,60.18,24.93,2023/11/4 22:15,9,0.05,81,0.7,1.3
France,Paris,48.87,2.33,2023/11/4 21:15,11,0.66,82,1.4,2.1
Gabon,Libreville,0.38,9.45,2023/11/4 21:15,26,0,87,4.2,6
Gambia,Banjul,13.45,-16.58,2023/11/4 20:15,27,0,89,72.4,263.3
Georgia,Tbilisi,41.73,44.79,2023/11/5 0:15,14,0,77,11.5,19.4
Germany,Berlin,52.52,13.4,2023/11/4 21:15,9,0.03,71,1.9,2.7
Ghana,Accra,5.55,-0.22,2023/11/4 20:00,28,0.01,84,6.8,15.9
Greece,Athens,37.98,23.72,2023/11/4 22:15,20,0,56,1.9,3.4
Grenada,Saint George's,12.05,-61.75,2023/11/4 16:15,30,0,84,0.6,1.6
Guatemala,Guatemala City,14.62,-90.53,2023/11/4 14:15,21,0.1,78,1.5,3.3
Guinea,Conakry,9.51,-13.71,2023/11/4 20:15,27,0,94,9.7,15
Guinea-Bissau,Bissau,11.85,-15.58,2023/11/4 20:15,28,0.22,84,37.7,121.4
Guyana,Georgetown,6.8,-58.17,2023/11/4 16:15,32,0,63,2,4.7
Haiti,Port-Au-Prince,18.54,-72.34,2023/11/4 16:15,32,0,49,2.9,6.3
Vatican City,Vatican City,41.9,12.45,2023/11/4 21:15,15,0.28,82,6.5,8.3
Honduras,Tegucigalpa,14.1,-87.22,2023/11/4 14:15,22,0.18,88,0.8,2
Hungary,Budapest,47.5,19.08,2023/11/4 21:15,6,0,100,13.2,18.5
Iceland,Hella,63.83,-20.4,2023/11/4 20:15,3.2,0,58,0.5,1.4
India,New Delhi,28.6,77.2,2023/11/5 1:45,20,0,94,162,233.8
Indonesia,Jakarta,-6.21,106.85,2023/11/5 3:15,25,0,94,387.9,497
Iran,Tehran,35.73,51.33,2023/11/4 23:30,14,0,77,33,43.3
Iraq,Baghdad,33.34,44.39,2023/11/4 23:15,20,0,64,20.4,39.1
Ireland,Dublin,53.33,-6.25,2023/11/4 20:15,7,0.12,93,0.8,1.1
Israel,Jerusalem,31.78,35.23,2023/11/4 22:15,21,0,73,19.1,45.1
Italy,Rome,41.9,12.48,2023/11/4 21:15,15,0.28,82,6.5,8.3
Jamaica,Norman Gardens,17.97,-76.75,2023/11/4 15:15,32,0,67,2.8,4.2
Japan,Tokyo,35.69,139.69,2023/11/5 5:15,19,0,83,44,49
Jordan,Amman,31.95,35.93,2023/11/4 23:15,21,0,38,20.7,48.5
Kazakhstan,Astana,51.18,71.43,2023/11/5 2:15,4,0,93,3.9,4.2
Kenya,Nairobi,-1.28,36.82,2023/11/4 23:15,19,0.18,83,25.9,42.7
Kiribati,Tarawa,-0.88,169.53,2023/11/5 8:15,27.3,0,79,0.5,0.6
Kuwait,Kuwait City,29.37,47.96,2023/11/4 23:15,27.2,0,41,29.7,98.8
Kyrghyzstan,Bishkek,42.87,74.6,2023/11/5 2:15,10.7,0,32,4.2,6
Indonesia,Laos,-8.18,114.32,2023/11/5 3:15,21.1,0,94,27.3,35.5
Latvia,Riga,56.95,24.1,2023/11/4 22:15,9,0,81,4.1,6.8
Lebanon,Beirut,33.87,35.51,2023/11/4 22:15,23,0,57,14.4,34
Lesotho,Maseru,-29.32,27.48,2023/11/4 22:15,15.5,0.08,79,1.7,3
Liberia,Monrovia,6.31,-10.8,2023/11/4 20:15,26.5,0.98,83,2.5,3.7
Thailand,Nan,18.78,100.78,2023/11/5 3:15,21.7,0.04,98,16.1,17.2
Liechtenstein,Vaduz,47.13,9.52,2023/11/4 21:15,8,0.12,100,1.4,1.6
Lithuania,Vilnius,54.68,25.32,2023/11/4 22:15,6,0,87,5.7,8.6
Luxembourg,Luxembourg,49.61,6.13,2023/11/4 21:15,9,0,93,0.5,0.5
Madagascar,Antananarivo,-18.92,47.52,2023/11/4 23:15,18,0.02,88,7.3,11
Malawi,Lilongwe,-13.98,33.78,2023/11/4 22:15,24.4,0,45,1.8,4.4
Malaysia,Kuala Lumpur,3.17,101.7,2023/11/5 4:15,24,0,94,306.5,327.6
Maldives,Farukolhufunadhoo,6.15,73.27,2023/11/5 1:15,25,2.17,92,0.5,1
Mali,Bamako,12.65,-8,2023/11/4 20:15,26,0,65,60.7,167.8
Malta,Valletta,35.9,14.51,2023/11/4 21:15,19,0,64,0.9,4.1
Marshall Islands,Majuro,7.1,171.38,2023/11/5 8:15,29,1.01,79,1.4,3.4
Mauritania,Nouakchott,18.09,-15.98,2023/11/4 20:15,26.4,0,63,52.2,149.3
Mauritius,Port Louis,-20.16,57.5,2023/11/5 0:15,25,0.01,79,1.2,4.8
Mexico,Mexico City,19.43,-99.13,2023/11/4 14:15,23,0,22,14.7,16.1
Micronesia,Palikir,6.92,158.15,2023/11/5 7:15,27,0.57,89,0.5,1.2
Russia,Chi-Chi-Erh,51.7,94.45,2023/11/5 3:15,-14.9,0,85,2,2.1
Monaco,Monaco,43.73,7.42,2023/11/4 21:15,11,0.14,87,3.9,5.1
Mongolia,Ulaanbaatar,47.92,106.92,2023/11/5 4:15,-10,0,79,1.4,1.8
Montenegro,Podgorica,42.44,19.26,2023/11/4 21:15,12,0.1,94,2.4,3.2
Morocco,Rabat,34.03,-6.84,2023/11/4 21:15,19,0,83,2.8,13.3
Mozambique,Maputo,-25.97,32.59,2023/11/4 22:15,23,0,73,2.2,13.4
Myanmar,Pathein,16.78,94.73,2023/11/5 2:45,24.3,0,89,6.6,8.4
Namibia,Windhoek,-22.57,17.08,2023/11/4 22:15,21,0,23,6.5,31
Turkey,Yaren,39.55,27.62,2023/11/4 23:15,26,1.31,42,12.9,20.9
Nepal,Kathmandu,27.72,85.32,2023/11/5 2:00,13,0,94,89.7,140.7
Netherlands,Amsterdam,52.37,4.89,2023/11/4 21:15,10,0.29,94,0.6,0.9
New Zealand,Wellington,-41.3,174.78,2023/11/5 9:15,16,0.01,68,0.5,1.4
Nicaragua,Managua,12.15,-86.27,2023/11/4 14:15,28,0.01,89,0.8,1.2
Niger,Niamey,13.52,2.12,2023/11/4 21:15,34,0,18,110.5,340.8
Nigeria,Abuja,9.18,7.18,2023/11/4 21:15,26,0,89,12.3,33.3
North Korea,Pyongyang,39.02,125.75,2023/11/5 5:15,11.4,0,76,3.9,6.8
Macedonia,Skopje,42,21.43,2023/11/4 21:15,8,0,93,9.2,9.9
Norway,Oslo,59.92,10.75,2023/11/4 21:15,9,0.07,81,1.6,1.8
Oman,Muscat,23.61,58.59,2023/11/5 0:15,28,0,48,62.7,103.8
Pakistan,Islamabad,33.7,73.17,2023/11/5 1:15,16,0,32,42.2,60.1
Palau,Adkip,7.36,134.51,2023/11/5 5:15,25,0.02,94,0.5,0.7
Bolivia,National,-11.18,-67.08,2023/11/4 16:15,28.9,0,66,1,1
Panama,Panama City,8.97,-79.53,2023/11/4 15:15,29,0.06,79,0.6,0.9
Papua New Guinea,Port Moresby,-9.46,147.19,2023/11/5 6:15,25,0.02,94,10,10.6
Paraguay,Carreria,-21.55,-58.12,2023/11/4 17:15,30.2,0,17,1.3,1.7
Peru,Lima,-12.05,-77.05,2023/11/4 15:15,20.6,0,69,4.7,15.1
Philippines,Manila,14.6,120.98,2023/11/5 4:15,28,0,84,20.9,31.2
Poland,Warsaw,52.25,21,2023/11/4 21:15,5,0,87,11.2,15.5
Portugal,Lisbon,38.72,-9.13,2023/11/4 20:15,17,0.02,63,5,20.6
Qatar,Doha,25.29,51.53,2023/11/4 23:15,28,0,62,42.8,74.7
Romania,Bucharest,44.43,26.1,2023/11/4 22:15,14,0,88,1.4,2
Russia,Moscow,55.75,37.62,2023/11/4 23:15,5,0,100,3.8,5
Rwanda,Kigali,-1.95,30.06,2023/11/4 22:15,19,0.37,100,9.7,13.8
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2023/11/4 16:15,30,0.01,75,1.2,4.7
Saint Lucia,Castries,14,-61,2023/11/4 16:15,29,0.42,79,0.6,1.4
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2023/11/4 16:15,28.5,0,73,1.1,3
Samoa,Apia,-13.83,-171.73,2023/11/5 9:15,29,0.49,79,3.5,6
San Marino,San Marino,43.93,12.45,2023/11/4 21:15,17,0.26,59,0.6,0.9
Belgium,'S-Gravenwezel,51.27,4.55,2023/11/4 21:15,11,0,76,0.5,0.7
Saudi Arabia,Riyadh,24.64,46.77,2023/11/4 23:15,24,0,47,40.7,104.1
Senegal,Dakar,14.67,-17.44,2023/11/4 20:15,29,0,79,62.5,268.6
Serbia,Belgrade,44.8,20.47,2023/11/4 21:15,9,0,93,17.9,29.1
Seychelles Islands,Victoria,-4.62,55.45,2023/11/5 0:15,26,0.04,89,0.6,1.4
Sierra Leone,Freetown,8.49,-13.23,2023/11/4 20:15,26.6,0,82,10.1,13.5
Singapore,Singapore,1.29,103.86,2023/11/5 4:15,27,1.32,84,112.1,117
Slovakia,Bratislava,48.15,17.12,2023/11/4 21:15,8,0,93,1.7,2.7
Slovenia,Ljubljana,46.06,14.51,2023/11/4 21:15,6,1.2,100,1.7,2.6
Solomon Islands,Honiara,-9.43,159.95,2023/11/5 7:15,24,0.45,100,0.5,0.6
Somalia,Mogadishu,2.07,45.37,2023/11/4 23:15,26.7,0.72,80,12.5,27.8
South Africa,Pretoria,-25.75,28.19,2023/11/4 22:15,17,0,68,26.9,37.3
South Korea,Seoul,37.57,127,2023/11/5 5:15,17,0.27,77,3,5
Sudan,Juba,12.15,24.45,2023/11/4 22:15,28.7,0,24,31.2,99.5
Spain,Madrid,40.4,-3.68,2023/11/4 21:15,11,0.01,82,1.9,3.7
Sri Lanka,Colombo,6.93,79.85,2023/11/5 1:45,25,0.66,94,2,2.9
Sudan,Khartoum,15.59,32.53,2023/11/4 22:15,34.2,0,20,23.4,105.5
Suriname,Paramaribo,5.83,-55.17,2023/11/4 17:15,35,0,44,2,7.2
Sweden,Stockholm,59.33,18.05,2023/11/4 21:15,7,0.07,93,4.4,5.5
Switzerland,Bern,46.92,7.47,2023/11/4 21:15,6,1.66,93,1.1,1.3
Syria,Damascus,33.5,36.3,2023/11/4 23:15,17,0,52,15.1,44.1
Tajikistan,Dushanbe,38.56,68.77,2023/11/5 1:15,9,0,62,2,3.7
Tanzania,Dodoma,-6.18,35.75,2023/11/4 23:15,21.2,0,75,0.5,1.2
Thailand,Bangkok,13.75,100.52,2023/11/5 3:15,26,0,89,411.6,489.8
Timor-Leste,Dili,-8.56,125.57,2023/11/5 5:15,24.5,0,65,5.2,9
Bulgaria,Lom,43.81,23.24,2023/11/4 22:15,11.4,0,82,2.4,2.9
Tonga,Nuku`Aloia,-21.13,-175.2,2023/11/5 9:15,26,0,84,4.6,19.4
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2023/11/4 16:15,29,0,66,0.6,1
Tunisia,Tunis,36.8,10.18,2023/11/4 21:15,20,0,60,4.4,9.7
Turkey,Ankara,39.93,32.86,2023/11/4 23:15,19,0,46,47.1,56
Turkmenistan,Ashgabat,37.95,58.38,2023/11/5 1:15,16,0,36,18.9,58.5
Tuvalu,Funafuti,-8.52,179.22,2023/11/5 8:15,27,0,100,0.5,1.2
Uganda,Kampala,0.32,32.57,2023/11/4 23:15,18,0,90,65.5,86.9
Ukraine,Kyiv,50.43,30.52,2023/11/4 22:15,15.7,0.22,92,7.5,8.2
United Arab Emirates,Abu Dhabi,24.47,54.37,2023/11/5 0:15,29,0,58,24.7,43.2
United Kingdom,London,51.52,-0.11,2023/11/4 20:15,9,0.32,93,2.5,3.1
United States of America,Washington Park,46.6,-120.49,2023/11/4 13:15,10,0,87,2.1,2.5
Uruguay,Montevideo,-34.86,-56.17,2023/11/4 17:15,18,0,49,2.9,5.3
Uzbekistan,Tashkent,41.32,69.25,2023/11/5 1:15,10,0,62,5.1,6
Vanuatu,Port Vila,-17.73,168.32,2023/11/5 7:15,25,0.01,83,3.6,10
Venezuela,Caracas,10.5,-66.92,2023/11/4 16:15,30,1.07,66,16.9,17.2
Vietnam,Hanoi,21.03,105.85,2023/11/5 3:15,26,0.15,89,61.5,76.6
Yemen,Sanaa,15.35,44.21,2023/11/4 23:15,16.2,0,46,19.8,58
Zambia,Lusaka,-15.42,28.28,2023/11/4 22:15,23.7,0,37,10.1,16.7
Zimbabwe,Harare,-17.82,31.04,2023/11/4 22:15,20.4,0,37,10.1,15.3
Afghanistan,Kabul,34.52,69.18,2023/11/6 0:30,9.5,0,34,19.6,32.1
Albania,Tirana,41.33,19.82,2023/11/5 21:00,22,1.18,78,6.6,9.2
Algeria,Algiers,36.76,3.05,2023/11/5 21:00,17,0,77,2.2,7.3
Andorra,Andorra La Vella,42.5,1.52,2023/11/5 21:00,-0.2,0.01,92,0.5,0.7
Angola,Luanda,-8.84,13.23,2023/11/5 21:00,24,0,94,10.5,23.1
Antigua and Barbuda,Saint John's,17.12,-61.85,2023/11/5 16:00,28,0,74,0.7,2.1
Argentina,Buenos Aires,-34.59,-58.67,2023/11/5 17:00,24,0,39,1.3,1.9
Armenia,Yerevan,40.18,44.51,2023/11/6 0:00,11,0,54,7.2,7.6
Australia,Canberra,-35.28,149.22,2023/11/6 7:00,11,0,82,0.8,2.2
Austria,Vienna,48.2,16.37,2023/11/5 21:00,11,0,71,0.5,0.9
Azerbaijan,Baku,40.4,49.88,2023/11/6 0:00,18,0,100,11.4,21.5
Bahamas,Nassau,25.08,-77.35,2023/11/5 15:00,27,0,70,2,5.5
Bahrain,Manama,26.24,50.58,2023/11/5 23:00,28,0,62,24.3,81.4
Bangladesh,Dhaka,23.72,90.41,2023/11/6 2:00,23.1,0,61,100.8,114.5
Barbados,Bridgetown,13.1,-59.62,2023/11/5 16:00,26,0.39,94,1.8,3.2
Belarus,Minsk,53.9,27.57,2023/11/5 23:00,9,1.08,100,1.8,2
Belgium,Brussels,50.83,4.33,2023/11/5 21:00,10,0.03,82,1.4,2.5
Belize,Belmopan,17.25,-88.77,2023/11/5 14:00,25,1.66,100,0.8,0.8
Benin,Porto-Novo,6.48,2.62,2023/11/5 21:00,28,0,84,9.4,18.3
Bhutan,Thimphu,27.48,89.6,2023/11/6 2:00,2.7,0,90,9.2,11.6
Bolivia,Sucre,-19.04,-65.26,2023/11/5 16:00,25.2,0.01,28,1.2,1.7
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2023/11/5 21:00,10,0,87,0.8,1.5
Botswana,Gaborone,-24.65,25.91,2023/11/5 22:00,24,0.06,54,9.2,13.9
Brazil,Bras,-2.08,-58.17,2023/11/5 16:00,38,0,29,12.2,13
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2023/11/6 4:00,26,0,100,5.2,5.5
Bulgaria,Sofia,42.68,23.32,2023/11/5 22:00,19,0,46,3.5,4.5
Burkina Faso,Ouagadougou,12.37,-1.52,2023/11/5 20:00,31,0,52,111.9,242.8
Burundi,Bujumbura,-3.38,29.36,2023/11/5 22:00,22.4,0.06,81,24.7,60.1
Madagascar,Ivory,-24.37,46.45,2023/11/5 23:00,23.5,0,64,0.8,1.6
Cape Verde,Praia,14.93,-23.51,2023/11/5 19:00,27,0,74,22.2,121.8
Cambodia,Phnom Penh,11.55,104.92,2023/11/6 3:00,25,0,100,124.4,146.5
Cameroon,Bafoussam,5.47,10.42,2023/11/5 21:00,16.9,0.2,94,18.2,32.5
Canada,Ottawa,45.42,-75.7,2023/11/5 15:00,6,0,52,0.5,0.6
Central African Republic,Bangui,4.37,18.58,2023/11/5 21:00,22.1,0,89,5.8,7.8
Chad,N'djamena,12.11,15.05,2023/11/5 21:00,29,0,31,34.9,121.5
Chile,Santiago,-33.45,-70.67,2023/11/5 17:00,23,0,38,13,21
China,Beijing,39.93,116.39,2023/11/6 4:00,5,0,28,5.1,15
Bulgaria,Bogot,43.32,24.7,2023/11/5 22:00,13.5,0.03,76,1.9,2.9
Comoros,Moroni,-11.7,43.24,2023/11/5 23:00,25.8,0.35,85,2.2,8.5
Congo,Brazzaville,-4.26,15.28,2023/11/5 21:00,20.7,0,97,17.3,82.5
